,origin,sn_name,sn_name_sp,sn_name_PTF,sn_name_iau,sn_name_tns,program,ls_id_dr9,dec_dr9,ra_dr9,elat_dr9,elon_dr9,glat_dr9,glon_dr9,mjd_max_dr9,mjd_min_dr9,ref_id_dr9,brickid_dr9,blob_nea_g_dr9,blob_nea_r_dr9,blob_nea_z_dr9,bx_dr9,by_dr9,dchisq_1_dr9,dchisq_2_dr9,dchisq_3_dr9,dchisq_4_dr9,dchisq_5_dr9,dec_ivar_dr9,dered_flux_g_dr9,dered_flux_r_dr9,dered_flux_w1_dr9,dered_flux_w2_dr9,dered_flux_w3_dr9,dered_flux_w4_dr9,dered_flux_z_dr9,dered_mag_g_dr9,dered_mag_r_dr9,dered_mag_w1_dr9,dered_mag_w2_dr9,dered_mag_w3_dr9,dered_mag_w4_dr9,dered_mag_z_dr9,ebv_dr9,fiberflux_g_dr9,fiberflux_r_dr9,fiberflux_z_dr9,fibertotflux_g_dr9,fibertotflux_r_dr9,fibertotflux_z_dr9,flux_g_dr9,flux_ivar_g_dr9,flux_ivar_r_dr9,flux_ivar_w1_dr9,flux_ivar_w2_dr9,flux_ivar_w3_dr9,flux_ivar_w4_dr9,flux_ivar_z_dr9,flux_r_dr9,flux_w1_dr9,flux_w2_dr9,flux_w3_dr9,flux_w4_dr9,flux_z_dr9,fracflux_g_dr9,fracflux_r_dr9,fracflux_w1_dr9,fracflux_w2_dr9,fracflux_w3_dr9,fracflux_w4_dr9,fracflux_z_dr9,fracin_g_dr9,fracin_r_dr9,fracin_z_dr9,fracmasked_g_dr9,fracmasked_r_dr9,fracmasked_z_dr9,gaia_a_g_val_dr9,gaia_astrometric_excess_noise_dr9,gaia_astrometric_excess_noise_sig_dr9,gaia_astrometric_sigma5d_max_dr9,gaia_astrometric_weight_al_dr9,gaia_e_bp_min_rp_val_dr9,gaia_phot_bp_mean_flux_over_error_dr9,gaia_phot_bp_mean_mag_dr9,gaia_phot_bp_rp_excess_factor_dr9,gaia_phot_g_mean_flux_over_error_dr9,gaia_phot_g_mean_mag_dr9,gaia_phot_rp_mean_flux_over_error_dr9,gaia_phot_rp_mean_mag_dr9,galdepth_g_dr9,galdepth_r_dr9,galdepth_z_dr9,g_r_dr9,htm9_dr9,mag_g_dr9,mag_r_dr9,mag_w1_dr9,mag_w2_dr9,mag_w3_dr9,mag_w4_dr9,mag_z_dr9,mw_transmission_g_dr9,mw_transmission_r_dr9,mw_transmission_w1_dr9,mw_transmission_w2_dr9,mw_transmission_w3_dr9,mw_transmission_w4_dr9,mw_transmission_z_dr9,nea_g_dr9,nea_r_dr9,nea_z_dr9,nest4096_dr9,objid_dr9,parallax_ivar_dr9,parallax_dr9,pmdec_ivar_dr9,pmdec_dr9,pmra_ivar_dr9,pmra_dr9,psfdepth_g_dr9,psfdepth_r_dr9,psfdepth_w1_dr9,psfdepth_w2_dr9,psfdepth_w3_dr9,psfdepth_w4_dr9,psfdepth_z_dr9,psfsize_g_dr9,psfsize_r_dr9,psfsize_z_dr9,ra_ivar_dr9,random_id_dr9,rchisq_g_dr9,rchisq_r_dr9,rchisq_w1_dr9,rchisq_w2_dr9,rchisq_w3_dr9,rchisq_w4_dr9,rchisq_z_dr9,ref_epoch_dr9,ring256_dr9,r_z_dr9,sersic_ivar_dr9,sersic_dr9,shape_e1_ivar_dr9,shape_e1_dr9,shape_e2_ivar_dr9,shape_e2_dr9,shape_r_ivar_dr9,shape_r_dr9,snr_g_dr9,snr_r_dr9,snr_w1_dr9,snr_w2_dr9,snr_w3_dr9,snr_w4_dr9,snr_z_dr9,w1_w2_dr9,w2_w3_dr9,w3_w4_dr9,wise_x_dr9,wise_y_dr9,z_w1_dr9,allmask_g_dr9,allmask_r_dr9,allmask_z_dr9,anymask_g_dr9,anymask_r_dr9,anymask_z_dr9,brick_primary_dr9,fitbits_dr9,gaia_astrometric_n_good_obs_al_dr9,gaia_astrometric_n_obs_al_dr9,gaia_astrometric_params_solved_dr9,gaia_duplicated_source_dr9,gaia_phot_bp_n_obs_dr9,gaia_phot_g_n_obs_dr9,gaia_phot_rp_n_obs_dr9,gaia_phot_variable_flag_dr9,maskbits_dr9,nobs_g_dr9,nobs_r_dr9,nobs_w1_dr9,nobs_w2_dr9,nobs_w3_dr9,nobs_w4_dr9,nobs_z_dr9,release_dr9,wisemask_w1_dr9,wisemask_w2_dr9,brickname_dr9,ref_cat_dr9,type_dr9,wise_coadd_id_dr9,photoz_dr9,zdif_dr9,Dist_degrees_dr9,Dist_arcsec_dr9,Dist_kpc_dr9,sep_in_radius_dr9,sep_in_radius_sigma_dr9,sep_in_radius_higher_dr9,sga_id_sga,sga_galaxy_sga,galaxy_sga,pgc_sga,ra_leda_sga,dec_leda_sga,morphtype_sga,pa_leda_sga,d25_leda_sga,ba_leda_sga,z_leda_sga,sb_d25_leda_sga,mag_leda_sga,byhand_sga,ref_sga,group_id_sga,group_name_sga,group_mult_sga,group_primary_sga,group_ra_sga,group_dec_sga,group_diameter_sga,brickname_sga,ra_sga,dec_sga,d26_sga,d26_ref_sga,pa_sga,ba_sga,ra_moment_sga,dec_moment_sga,sma_moment_sga,type,z,sn_ra,sn_dec
50,dr9,ZTF17aacbuuj,ZTF17aacbuuj,None,None,None,ZTFmarshal,9906631026086534.0,26.323679095879164,113.4426281613616,4.574139099090354,110.96001197050307,20.408400786436182,192.9941579533589,58547.03904878073,57019.19982493259,0.0,476987.0,8.975589,6.442931,6.774807,897.6146,2812.1406,10363.012,12226.124,13540.659,13903.776,13955.216,186815180000.0,5.566627,0.418545,1.138413,0.346364,142.87747,277.73712,1.141753,20.63602,23.445646,22.359251,23.651167,17.11259,16.390915,22.35607,0.054592,2.402238,0.190402,0.544923,8.845467,5.287524,18.076046,4.735962,621.05493,149.44536,1.982492,0.537374,0.000746,1e-05,55.8394,0.375374,1.127929,0.344402,142.70444,277.61008,1.074305,6.879443,65.94553,52.712612,133.49803,0.855633,3.494359,50.43972,0.99998,0.999962,0.999974,0.001134,0.251394,0.001621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1614.0519,228.78708,69.260254,-2.752359,3842998.0,20.81148,23.563839,22.369295,23.657335,17.113907,16.391413,22.42218,0.850778,0.896857,0.990791,0.994334,0.998789,0.999543,0.940926,8.975518,10.146466,6.774607,25369979.0,4742.0,0.0,0.0,0.0,0.0,0.0,0.0,2442.839,319.00357,3.355752,0.657768,0.000703,1e-05,122.03488,1.538111,1.675416,1.273522,148223160000.0,98.8125,461.15735,49.02498,1.92681,0.792567,0.460715,0.11347,52.819134,0.0,218946.0,1.141659,257.01364,0.5,716.35547,-0.585304,840.4825,-0.530279,6455.2817,0.842817,118.02478,4.588872,1.588136,0.252467,3.897127,0.867996,8.027826,-1.28804,6.543428,0.722494,85.95259,268.4203,0.052885,0.0,0.0,0.0,0.0,2048.0,0.0,1.0,9224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,161.0,158.0,13.0,13.0,3.0,9010.0,0.0,0.0,1133p262,,SER,1133p257,0.923941,9999.923941,0.0002421377923813,0.8716960525729602,,1.034264914652837,0.0152735821770693,1.0495384968299064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AGN,-9999.0,113.44275559999998,26.323892600000004
51,dr9,ZTF17aaclmhw,ZTF17aaclmhw,None,None,None,ZTFmarshal,9906631876480352.0,28.84064326568164,163.38534621574456,20.056110309831645,153.32687959022715,63.98199120768282,202.2141679178472,58549.22723831074,57445.21398880666,0.0,489963.0,16.03726,17.197521,17.365206,1236.9458,3045.0918,9306.329,10613.73,10789.998,10710.972,10795.786,115892810000.0,3.790818,7.812333,14.872822,7.953229,-90.65589,1242.7438,12.288669,21.053167,20.268047,19.569017,20.248642,,14.764046,19.776237,0.019904,1.267728,2.663333,4.26329,1.267728,2.663334,4.263293,3.573916,282.76154,78.818054,2.538506,0.620223,0.001114,1.5e-05,18.749844,7.508339,14.822739,7.93677,-90.615845,1242.5365,12.018862,0.016995,0.007845,0.517519,1.314814,1.666703,1.017434,0.025409,0.972665,0.972792,0.97092,0.071679,0.034773,0.035025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.1538,187.45192,39.1918,0.806,3693768.0,21.11714,20.31114,19.57268,20.25089,,14.764227,19.800343,0.942782,0.961088,0.996633,0.997931,0.999558,0.999833,0.978044,16.02599,17.21714,17.35033,21289913.0,3423.0,0.0,0.0,0.0,0.0,0.0,0.0,1210.5778,288.06995,4.5059,0.822055,0.000883,1.1e-05,59.858513,1.446293,1.566763,1.57545,106780530000.0,37.36065,1.203955,1.171598,1.18694,0.87475,0.373165,0.151893,0.952975,0.0,203729.0,0.510798,0.0,4.0,2312.6113,-0.174021,2320.9517,-0.292665,1992.2568,1.20881,60.097244,66.65868,23.616608,6.250543,-3.024329,4.881605,52.04298,-0.678211,,,119.13817,291.51004,0.227663,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,198.0,199.0,19.0,19.0,3.0,9010.0,0.0,0.0,1633p287,,DEV,1628p287,0.377154,9999.377154,0.005073653032333,18.26515091639903,,15.110026320430036,0.2800493170071211,15.390075637437157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV-Candidate,-9999.0,163.3906475,28.8426873
52,dr9,ZTF17aaclmhw,ZTF17aaclmhw,None,None,None,ZTFmarshal,9906631876480660.0,28.84594703874529,163.40103129561146,20.06653321804536,153.33795644145144,63.996016705488806,202.2039239842849,58549.23340280074,57445.21398880666,0.0,489963.0,23.58783,25.913097,22.37138,1048.1957,3118.055,2447.614,2881.866,2987.3142,2979.2178,2989.9246,18740870000.0,0.773389,2.800386,31.919165,17.99896,-13.811151,622.47485,9.797278,22.779005,21.381956,18.739872,19.361881,,15.514695,20.022236,0.020053,0.204313,0.754277,2.685782,0.204314,0.754278,2.685783,0.728816,346.68097,107.99962,2.04523,0.535014,0.000906,1.3e-05,21.95586,2.690618,31.810875,17.961433,-13.805004,622.37024,9.580579,0.013797,0.009959,0.131035,0.270598,3.507143,1.385065,0.003103,0.944091,0.943542,0.944164,0.126623,0.109507,0.103994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1004.4613,307.93027,65.0079,1.418085,3693768.0,22.843454,21.42537,18.74356,19.364147,,15.514878,20.04652,0.942366,0.960802,0.996607,0.997915,0.999555,0.999832,0.977882,23.27826,25.155848,22.24246,21289910.0,3732.0,0.0,0.0,0.0,0.0,0.0,0.0,1575.6389,451.44046,4.5059,0.822055,0.000883,1.1e-05,104.57751,1.540145,1.689624,1.458016,34459095000.0,31.352907,0.892246,0.978074,1.475643,1.406195,0.760295,0.085252,0.887071,0.0,203729.0,1.378849,0.0,4.0,966.8288,0.372748,590.61066,-0.191806,242.6869,1.878547,13.570095,27.961668,45.493225,13.137825,-0.415444,2.272285,44.891796,-0.620586,,,101.18249,298.5345,1.302959,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,195.0,197.0,17.0,17.0,4.0,9010.0,0.0,0.0,1633p287,,DEV,1628p287,0.695234,9999.695234,0.0096620046893622,34.78321688170407,,18.516021628260603,0.6327067198247907,19.148728348085392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV-Candidate,-9999.0,163.3906475,28.8426873
53,dr9,ZTF17aaclmhw,ZTF17aaclmhw,None,None,None,ZTFmarshal,9906631876480348.0,28.844523879632018,163.38530696782078,20.05964312402217,153.325169780417,63.98218379737579,202.2053317938632,58549.22723831074,57445.21398880666,0.0,489963.0,9.22732,9.997771,10.069112,1237.4392,3098.413,150.70139,160.7155,165.65549,164.96362,0.0,1616996400.0,0.343932,0.520668,1.814021,0.204499,22.003368,-500.08517,1.415779,23.658817,23.208597,21.853394,24.22327,19.143778,,22.12251,0.019919,0.153244,0.236499,0.654433,0.153244,0.236499,0.654433,0.324239,606.6658,157.69524,3.419562,0.776748,0.001267,1.7e-05,33.296654,0.500393,1.807908,0.204076,21.993643,-500.00168,1.384672,0.0,0.0,5.551082,41.680923,1.098825,0.784433,0.0,0.988791,0.985505,0.9809,0.024764,0.026638,0.029089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.1538,187.45192,39.1918,0.471113,3693768.0,23.722836,23.251722,21.85706,24.225521,19.144257,,22.146633,0.942741,0.96106,0.99663,0.997929,0.999558,0.999833,0.978028,9.222171,9.991514,10.062318,21289913.0,3421.0,0.0,0.0,0.0,0.0,0.0,0.0,1210.5778,288.06995,4.5059,0.822055,0.000883,1.1e-05,59.858513,1.446293,1.566763,1.57545,1870778500.0,11.430998,0.992477,1.002722,1.002877,0.672647,0.758737,0.180805,1.009656,0.0,203729.0,1.105089,0.0,1.0,0.0,0.0,0.0,0.0,154.42667,0.563591,7.986203,6.283773,3.343193,0.179859,0.782784,-2.034568,7.990007,-2.368462,5.081264,,119.20571,296.59006,0.289574,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,198.0,199.0,19.0,19.0,3.0,9010.0,0.0,0.0,1633p287,,REX,1628p287,0.941327,9999.941327,0.0050255910450411,18.09212776214828,,32.10152000679266,4.583533334870297,36.68505334166296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV-Candidate,-9999.0,163.3906475,28.8426873
54,dr9,ZTF17testa,ZTF17testa,None,None,None,ZTFmarshal,9906627059189772.0,14.981530839218038,148.28360305186004,2.015319108774081,145.31114169333003,46.91023672181343,219.9694208471713,58195.12244793074,57402.26967873667,0.0,416457.0,28.119562,25.695179,19.813717,2268.8806,1545.7627,12392.948,15710.743,16150.478,15790.591,16151.912,131047470000.0,5.08178,9.415554,51.50326,35.345192,-136.69269,-1656.1384,20.201223,20.73496,20.065386,18.220413,18.629173,,,19.236555,0.035494,1.031491,1.977829,4.37789,1.031765,1.978093,4.379093,4.574937,294.6811,67.60393,1.324887,0.348419,0.000535,8e-06,12.541606,8.772196,51.194393,35.214867,-136.58504,-1655.6459,19.417107,0.018171,0.011334,0.376104,0.735881,1.790129,1.616905,0.017774,0.929533,0.928695,0.928102,0.112737,0.240955,0.225214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1533.9518,334.94058,55.73444,0.706808,3712827.0,20.849037,20.14223,18.226944,18.633184,,,19.27954,0.900263,0.931671,0.994003,0.996313,0.999212,0.999703,0.961185,28.049353,30.403913,28.549137,17932214.0,2060.0,0.0,0.0,0.0,0.0,0.0,0.0,2644.6611,573.56323,3.590871,0.685896,0.000702,9e-06,97.82604,1.282929,1.385781,1.218342,167183090000.0,68.153465,1.084335,0.808285,1.578832,0.80654,0.608566,0.107244,0.807722,0.0,291750.0,0.86269,0.0,4.0,9052.85,0.134533,3720.0159,0.013542,1503.8593,2.01845,78.534645,72.1264,58.926655,20.78628,-3.160289,-4.826652,68.76399,-0.40624,,,216.28862,147.72661,1.052595,0.0,0.0,0.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,170.0,166.0,13.0,13.0,4.0,9010.0,0.0,0.0,1483p150,,DEV,1486p151,0.689924,9999.689924,0.0045839068119772,16.50206452311813,,8.175612238657449,0.1044476532022003,8.280059891859649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,-9999.0,148.284323,14.977
55,dr9,ZTF17testa,ZTF17testa,None,None,None,ZTFmarshal,9906627059189672.0,14.977652232174998,148.2794951846007,2.010326016668708,145.30871949258812,46.90503779594622,219.9722599037381,58195.12244793074,57402.26967873667,0.0,416457.0,9.904196,10.926484,7.965092,2323.4155,1492.478,929.4974,1188.96,1203.2003,1230.433,1234.1089,10526230000.0,0.670774,1.463642,6.639484,3.025505,-7.809976,785.4024,3.3898,22.93356,22.086412,20.444664,21.298006,,15.262269,21.174564,0.035573,0.233483,0.527278,1.259951,0.233489,0.52729,1.259977,0.603732,955.0022,259.3881,2.645193,0.592989,0.000728,1e-05,37.72752,1.363417,6.599578,3.014324,-7.803812,785.1683,3.257936,0.019801,0.021505,0.809215,1.392911,2.500384,0.577319,0.011191,0.9961,0.994442,0.993696,0.008648,0.01088,0.185771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1533.9518,411.6095,57.420464,0.884462,3712827.0,23.04789,22.163427,20.45121,21.302025,,15.262593,21.217644,0.900052,0.931524,0.99399,0.996305,0.999211,0.999702,0.9611,9.903655,10.925421,10.187422,17932214.0,1960.0,0.0,0.0,0.0,0.0,0.0,0.0,2644.6611,680.5946,3.590871,0.685896,0.000702,9e-06,110.485695,1.282929,1.385781,1.218342,15499962000.0,66.073654,1.010702,1.036857,0.588562,0.995928,0.583907,0.132024,0.749141,0.0,291750.0,0.945784,0.0,1.0,454.96655,0.178543,534.6037,-0.279181,625.30286,0.967148,18.657185,21.958553,10.733586,2.321203,-0.210519,2.529721,20.011135,-0.850815,,,221.4933,142.6587,0.766434,0.0,0.0,0.0,0.0,0.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,169.0,165.0,13.0,14.0,4.0,9010.0,0.0,0.0,1483p150,,EXP,1486p151,0.73385,9999.73385,0.004709192079338,16.95309148561694,,17.528952637669665,0.7247993947435392,18.253752032413203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,-9999.0,148.284323,14.977
56,dr9,ZTF17testa,ZTF17testa,None,None,None,ZTFmarshal,9906627059189840.0,14.974184057069136,148.2870206539062,2.0095241149357896,145.316739169387,46.91028026178053,219.9812110393136,58195.12244793074,57402.26967873667,0.0,416457.0,8.175892,9.023359,8.326173,2223.532,1444.8076,161.0419,184.366,190.10577,192.85287,0.0,2148330000.0,0.368298,0.382899,0.383659,1.968818,-4.097321,-426.90942,0.595134,23.584501,23.542288,23.540136,21.764486,,,23.063463,0.035606,0.150729,0.162189,0.260099,0.150729,0.162189,0.260099,0.331455,1174.5542,323.79764,2.803374,0.615158,0.000736,1.1e-05,56.962433,0.356656,0.381351,1.961536,-4.094084,-426.78204,0.571962,0.0,0.0,5.325139,0.827455,7.266635,0.995228,0.0,0.989917,0.986036,0.984221,0.014944,0.019267,0.019005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1533.9518,411.6095,74.10346,0.079563,3712827.0,23.698938,23.619375,23.546688,21.768509,,,23.106583,0.899963,0.931462,0.993984,0.996301,0.99921,0.999702,0.961064,8.174554,9.020262,8.323408,17932214.0,2128.0,0.0,0.0,0.0,0.0,0.0,0.0,2644.6611,680.5946,3.590871,0.685896,0.000702,9e-06,141.3302,1.282929,1.385781,1.218342,2290573300.0,15.565742,0.958076,1.012022,0.497304,0.716787,0.571058,0.202407,0.960564,0.0,291750.0,0.512793,0.0,1.0,0.0,0.0,0.0,0.0,210.73085,0.594682,11.359547,6.417809,0.638506,1.538472,-0.111053,-1.39689,4.316792,1.778179,,,211.98444,138.10072,-0.440105,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,170.0,167.0,13.0,14.0,4.0,9010.0,0.0,0.0,1483p150,,REX,1486p151,1.134009,10000.134009,0.0038367865735941,13.81243166493907,,23.22658440130872,2.6905216821895594,25.917106083498272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,-9999.0,148.284323,14.977
57,dr9,ZTF17testb,ZTF17testb,None,None,None,ZTFmarshal,9906626779420312.0,14.163299233227209,126.92487497430017,-4.808809199266912,125.77213564308458,27.610579016804053,210.5078067935976,58485.253548180735,57398.24771415667,0.0,412188.0,11.518813,9.621524,9.671978,456.0196,608.4801,1440.1627,1623.9154,1678.8862,1668.8542,1678.8215,19925692000.0,0.460778,1.368917,15.552861,9.304529,80.556175,158.55632,4.198699,23.34127,22.159058,19.520473,20.078264,17.734753,16.99954,20.942213,0.050602,0.169397,0.528475,1.694618,0.169484,0.528592,1.694749,0.396678,920.32623,275.50592,1.862337,0.483064,0.000538,9e-06,69.95438,1.23753,15.420057,9.255655,80.465744,158.48909,3.968287,16.077513,5.426449,2.788554,2.782646,0.70849,5.42976,2.133157,0.999918,0.999914,0.999909,0.010905,0.010588,0.022004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586.7054,482.44675,109.63434,1.235296,3892449.0,23.503906,22.26861,19.529785,20.083982,17.735973,17.000002,21.003492,0.860887,0.904021,0.991461,0.994747,0.998877,0.999576,0.945123,11.518099,9.620973,9.671356,18965162.0,5783.0,0.0,0.0,0.0,0.0,0.0,0.0,2528.5688,892.29193,3.415683,0.638576,0.000673,9e-06,201.31865,1.452122,1.225006,1.237427,34668503000.0,47.120037,3.099051,1.595867,0.759487,0.87907,0.501997,0.105388,2.505759,0.0,296809.0,1.265118,0.0,4.0,352.48563,0.42518,217.05765,-0.105512,388.96014,0.914684,12.033959,20.540981,21.043364,6.432942,1.86562,0.471456,33.190247,-0.554197,2.348009,0.735971,43.78808,57.95146,1.473707,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,157.0,158.0,10.0,11.0,5.0,9010.0,0.0,0.0,1268p142,,DEV,1272p136,0.716113,0.716113,0.000740637689077,2.6662956806775333,0.0,2.9149910577615143,0.1615896705875165,3.0765807283490307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,0.0,126.924125,14.1634398
58,dr9,ZTF17testb,ZTF17testb,None,None,None,ZTFmarshal,9906626779420216.0,14.163530330772447,126.92094447056132,-4.80949874705444,125.76836713566948,27.60717619390129,210.5058527920679,58485.253548180735,57398.24771415667,0.0,412188.0,33.42532,30.809576,30.790602,508.38635,611.6334,46275.88,86869.73,108849.65,111171.836,111241.875,453824900000.0,13.526535,24.847061,35.16016,28.487015,67.52468,-1460.2112,39.963875,19.672033,19.011812,18.634872,18.863382,17.926344,,18.49583,0.05046,1.78441,3.441568,5.786348,1.784411,3.441569,5.786349,11.649698,282.90735,75.21184,1.589535,0.388006,0.000464,8e-06,21.291134,22.468616,34.860767,28.3378,67.44909,-1459.5938,37.77675,0.021289,0.01408,0.24139,0.194774,1.372078,1.951977,0.004111,0.997267,0.997142,0.997267,0.011711,0.009229,0.010919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586.7054,482.44675,109.63434,0.713154,3892449.0,19.834213,19.12106,18.644157,18.869085,17.927559,,18.556938,0.861248,0.904277,0.991485,0.994762,0.998881,0.999577,0.945272,33.418163,30.804268,30.78447,18965162.0,5689.0,0.0,0.0,0.0,0.0,0.0,0.0,2528.5688,892.29193,3.415683,0.638576,0.000673,9e-06,201.31865,1.452122,1.225006,1.237427,852073200000.0,0.739843,1.114461,1.205869,0.859429,0.657823,0.471607,0.1417,1.535557,0.0,296809.0,0.564121,3872.5718,1.182262,119250.13,0.25135,161521.88,-0.579108,8121.9272,3.079597,195.94618,194.85854,43.95133,17.65166,1.452291,-4.053138,174.31067,-0.224928,0.941526,,48.777016,58.260815,-0.087219,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,157.0,157.0,10.0,11.0,5.0,9010.0,0.0,0.0,1268p142,,SER,1272p136,0.149445,0.149445,0.0030851747165722,11.10662897966014,0.0,3.606520262118757,0.0129946606444209,3.619514922763178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,0.0,126.924125,14.1634398
59,dr9,ZTF18aaacwya,ZTF18aaacwya,None,None,None,ZTFmarshal,9907736492639562.0,45.68729251233127,170.1385689882137,37.510170816413655,150.1857111756836,64.12506504816751,161.12199903468456,57907.23513889074,57431.396144897175,0.0,567852.0,24.927727,31.109388,27.299067,2183.4727,937.96594,39328.387,61376.18,62211.566,63770.3,63773.957,180287520000.0,19.05568,25.975422,17.63882,10.736925,60.065865,19.252975,30.123453,19.299938,18.963593,19.383825,19.9228,18.05343,19.288755,18.802738,0.014714,3.514199,4.858904,5.708147,3.514203,4.85891,5.708154,18.243525,58.434227,44.01877,3.106103,0.81446,0.001012,1.3e-05,16.442024,25.224392,17.594893,10.720496,60.046253,19.2506,29.633131,0.000829,0.002252,0.082056,0.270416,0.616558,22.199831,0.001012,0.999952,0.999922,0.999719,0.002298,0.003543,0.003566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.34845,162.67097,54.344463,0.35178,3903166.0,19.347229,18.99545,19.386534,19.924463,18.053785,19.288889,18.820557,0.95738,0.971087,0.99751,0.99847,0.999673,0.999877,0.983723,24.928202,31.109076,27.298502,22853161.0,1354.0,0.0,0.0,0.0,0.0,0.0,0.0,501.38132,219.40826,5.86357,1.111605,0.001245,1.5e-05,84.162056,1.499202,1.989271,1.593974,362913330000.0,75.8144,1.569084,1.103371,0.45863,0.357098,0.85176,0.128109,0.992777,0.0,111366.0,0.174892,0.0,1.0,52990.805,0.259647,34963.523,-0.125367,12550.101,1.800561,139.45767,167.35536,31.009483,9.674973,1.910354,0.070282,120.15869,-0.53793,1.870678,-1.235104,207.50359,90.41228,-0.565977,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,231.0,232.0,15.0,15.0,4.0,9011.0,0.0,0.0,1701p457,,EXP,1704p454,0.075124,0.057476,0.0008064315800805,2.903153688290009,6.841571890826752,1.6123606410946416,0.007993385135877,1.6203540262305187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNIc-BL,0.1326,170.139,45.6865444
