snname,index,targetid,tileid,petal,night,ra,dec,pmra,pmdec,ref_epoch,override,hemisphere,sn_ra,sn_dec,sn_z,program,priority,tns_name,iau_name,ptfiptf_name,spname,z,zerr,zwarn,chi2,deltachi2,spectype,subtype
12eaw,1,39632981379254013,199,7,20210505,218.819699401555,35.115535568999,0.0,0.0,0.0,False,north,218.823793,35.117818,0.028509,PTF-iPTF,1.0,None,None,PTF12eaw,PTF12eaw,0.668326061652459,0.000161142026881235,4.0,7592.01107399911,3.2038784250617,GALAXY,
12eaw,2,39632981379254108,203,6,20210412,218.826580943543,35.1188518211269,0.0,0.0,0.0,False,north,218.823793,35.117818,0.028509,PTF-iPTF,1.0,None,None,PTF12eaw,PTF12eaw,0.0285252901761275,1.66945712396956e-06,0.0,15926.3916091919,27517.6111892988,GALAXY,
12eaw,2,2305843020240522826,214,6,20210415,218.826580943543,35.1188518211269,0.0,0.0,0.0,False,north,218.823793,35.117818,0.028509,PTF-iPTF,1.0,None,None,PTF12eaw,PTF12eaw,0.028524617842928,2.44819072358404e-06,0.0,10315.1830590963,13051.7404127361,GALAXY,
12efn,1,39633304273552508,81063,1,20210327,186.02617012284,53.7055815315609,0.0,0.0,0.0,False,north,186.026672,53.705601,0.061,PTF-iPTF,1.0,None,None,PTF12efn,PTF12efn,0.0619605418633506,1.71751165433594e-06,0.0,8992.84967494011,9531.3963406086,GALAXY,
12fo,1,39628422535709846,120,0,20210407,194.655307412595,27.1765838115892,0.0,0.0,0.0,False,south,194.654,27.1736,0.026,IIps/PTF-iPTF,4.0,None,None,PTF12fo,PTF12fo,0.0256124621148709,8.8304452824675e-07,0.0,13317.2221426964,47362.9340500832,GALAXY,
12fsu,1,39628502625948681,81110,6,20210513,252.478867798133,30.8868405306392,0.0,0.0,0.0,False,south,252.479241,30.886568,0.1755,PTF-iPTF,1.0,None,None,PTF12fsu,PTF12fsu,0.175600311074183,1.68795450133239e-05,0.0,7218.81990765035,217.065763190389,GALAXY,
12ltv,1,39633057426181272,80645,9,20210205,120.55096500171,38.9485965188509,0.0,0.0,0.0,False,north,120.549365,38.95021,0.060811,PTF-iPTF,1.0,None,None,PTF12ltv,PTF12ltv,0.0609416120640485,4.63253716166341e-06,0.0,29100.9412063956,31523.0544808507,GALAXY,
13acq,1,39627847643435701,80742,0,20210328,150.193892101489,2.55126641651275,0.0,0.0,0.0,False,south,150.192489,2.551239,0.105,PTF-iPTF,1.0,None,None,iPTF13acq,iPTF13acq,0.106889349405581,4.08264170179428e-06,0.0,8735.15928268433,4898.08259296417,GALAXY,
13acq,1,39627847643435701,14,5,20210408,150.193892101489,2.55126641651275,0.0,0.0,0.0,False,south,150.192489,2.551239,0.105,PTF-iPTF,1.0,None,None,iPTF13acq,iPTF13acq,0.106939669860054,8.59431512242106e-06,0.0,7296.9275598228,1513.50074377656,GALAXY,
13adc,1,2305843020236326718,212,3,20210413,216.763454096445,34.859649511333,0.0,0.0,0.0,False,north,216.763791,34.860093,0.07752,PTF-iPTF,1.0,None,None,iPTF13adc,iPTF13adc,0.0775540456606078,3.88911248114077e-05,0.0,8176.7093325709,1736.12279873551,GALAXY,
