snname,index,ra,dec,pmra,pmdec,ref_epoch,override,hemisphere,sn_ra,sn_dec,sn_z,program,priority,tns_name,iau_name,ptfiptf_name,spname,z,zerr,zdisp
SNF20080601-024,2,240.490193248456,4.71845282750728,0.0,0.0,0.0,False,south,240.4902,4.718,-9999.0,search_selection,3.0,None,None,None,SNF20080601-024,,,
SNF20080602-002,1,261.494145115963,46.4925731638338,0.0,0.0,0.0,False,north,261.4971,46.5008,-9999.0,search_selection,3.0,None,None,None,SNF20080602-002,,,
SNF20080602-002,2,261.503045615327,46.5023837535186,0.0,0.0,0.0,False,north,261.4971,46.5008,-9999.0,search_selection,3.0,None,None,None,SNF20080602-002,,,
SNF20080602-002,3,261.500343519312,46.5047125777923,0.0,0.0,0.0,False,north,261.4971,46.5008,-9999.0,search_selection,3.0,None,None,None,SNF20080602-002,,,
SNF20080602-002,9,261.49705,46.50076,0.0,0.0,0.0,False,north,261.4971,46.5008,-9999.0,search_selection,2.0,None,None,None,SNF20080602-002,,,
SNF20080606-012,1,244.407212052745,3.47456393960628,0.0,0.0,0.0,False,south,244.4072,3.4746,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080606-012,,,
SNF20080606-012,9,244.40605,3.47409,0.0,0.0,0.0,False,north,244.4072,3.4746,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080606-012,,,
SNF20080607-001,1,219.932043743166,22.3318919225936,0.0,0.0,0.0,False,south,219.9318,22.3319,-9999.0,search_selection,3.0,None,None,None,SNF20080607-001,,,
SNF20080607-002,1,242.592030355573,8.64353849713114,0.0,0.0,0.0,False,south,242.5951,8.6461,-9999.0,search_selection,3.0,None,None,None,SNF20080607-002,,,
SNF20080607-002,2,242.587288007125,8.64529378025801,0.0,0.0,0.0,False,south,242.5951,8.6461,-9999.0,search_selection,3.0,None,None,None,SNF20080607-002,,,
SNF20080607-002,3,242.589939050868,8.64575127821291,0.0,0.0,0.0,False,south,242.5951,8.6461,-9999.0,search_selection,3.0,None,None,None,SNF20080607-002,,,
SNF20080607-002,9,242.59537,8.64606,0.0,0.0,0.0,False,north,242.5951,8.6461,-9999.0,search_selection,2.0,None,None,None,SNF20080607-002,,,
SNF20080610-000,1,228.454468383911,1.8616907263586,0.0,0.0,0.0,False,south,228.4539,1.8616,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080610-000,,,
SNF20080610-000,2,228.45529387137,1.86408734771814,0.0,0.0,0.0,False,south,228.4539,1.8616,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080610-000,,,
SNF20080610-003,1,265.989430624974,51.3716456041045,0.0,0.0,0.0,False,north,265.9884,51.3718,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080610-003,,,
SNF20080612-003,1,243.869248909681,19.2260769971971,0.0,0.0,0.0,False,south,243.8682,19.2266,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080612-003,,,
SNF20080613-008,1,220.503472224245,30.0692864978338,0.0,0.0,0.0,False,south,220.5023,30.0725,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080613-008,,,
SNF20080613-012,1,332.337023741939,7.17965368794705,0.0,0.0,0.0,False,south,332.337,7.1797,-9999.0,search_selection,3.0,None,None,None,SNF20080613-012,,,
SNF20080614-010,1,216.724321088111,23.9359777416597,0.0,0.0,0.0,False,south,216.721,23.9352,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080614-010,,,
SNF20080614-010,2,216.720909995105,23.9365978004543,0.0,0.0,0.0,False,south,216.721,23.9352,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080614-010,,,
SNF20080615-000,1,262.973399938935,47.1282130126046,0.0,0.0,0.0,False,north,262.9736,47.1286,-9999.0,search_selection,3.0,None,None,None,SNF20080615-000,,,
SNF20080616-000,1,336.700773662192,16.6092448861456,0.0,0.0,0.0,False,south,336.7019,16.6101,-9999.0,search_selection,3.0,None,None,None,SNF20080616-000,,,
SNF20080616-000,2,336.700971002024,16.6116629617422,0.0,0.0,0.0,False,south,336.7019,16.6101,-9999.0,search_selection,3.0,None,None,None,SNF20080616-000,,,
SNF20080618-008,1,242.454138483527,60.747498802174,0.0,0.0,0.0,False,north,242.4579,60.7483,-9999.0,historical_SNIa,5.0,None,None,None,SNF20080618-008,,,
SNF20080620-000,1,242.572760356214,22.7258178907557,0.0,0.0,0.0,False,south,242.5728,22.7258,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080620-000,,,
SNF20080620-004,1,225.100092565174,52.2800631945793,0.0,0.0,0.0,False,north,225.0997,52.28,-9999.0,search_selection,3.0,None,None,None,SNF20080620-004,,,
SNF20080622-001,1,256.539801141118,29.9311756357747,0.0,0.0,0.0,False,south,256.538,29.9316,-9999.0,search_selection,3.0,None,None,None,SNF20080622-001,,,
SNF20080622-004,1,246.018459253796,19.9219120083053,0.0,0.0,0.0,False,south,246.0192,19.9204,-9999.0,search_selection,3.0,None,None,None,SNF20080622-004,,,
SNF20080623-001,1,272.915309284988,50.1825012035098,0.0,0.0,0.0,False,north,272.9164,50.1809,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080623-001,,,
SNF20080623-007,1,358.428178110528,31.8759608912798,0.0,0.0,0.0,False,south,358.4252,31.8782,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080623-007,,,
SNF20080623-007,2,358.426748334113,31.8776739636273,0.0,0.0,0.0,False,south,358.4252,31.8782,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080623-007,,,
SNF20080624-001,1,355.458861967496,31.8431472739366,0.0,0.0,0.0,False,south,355.4581,31.8419,-9999.0,search_selection,3.0,None,None,None,SNF20080624-001,,,
SNF20080626-002,1,341.259999555104,8.94347502393085,0.0,0.0,0.0,False,south,341.2603,8.9441,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080626-002,,,
SNF20080626-002,2,341.256800606166,8.9451432574577,0.0,0.0,0.0,False,south,341.2603,8.9441,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080626-002,,,
SNF20080626-002,3,341.25614430099,8.94496284605191,0.0,0.0,0.0,False,south,341.2603,8.9441,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080626-002,,,
SNF20080702-000,1,324.056552833037,-13.3487802444598,0.0,0.0,0.0,False,south,324.0563,-13.3494,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080702-000,,,
SNF20080703-004,1,236.427192998743,3.50287779275747,0.0,0.0,0.0,False,south,236.4271,3.5029,-9999.0,search_selection,3.0,None,None,None,SNF20080703-004,,,
SNF20080704-002,1,326.304362617967,-12.3492609546148,0.0,0.0,0.0,False,south,326.2993,-12.3448,-9999.0,search_selection,3.0,None,None,None,SNF20080704-002,,,
SNF20080704-002,2,326.304261947281,-12.3480667567266,0.0,0.0,0.0,False,south,326.2993,-12.3448,-9999.0,search_selection,3.0,None,None,None,SNF20080704-002,,,
SNF20080704-002,3,326.297039614762,-12.34518999614,0.0,0.0,0.0,False,south,326.2993,-12.3448,-9999.0,search_selection,3.0,None,None,None,SNF20080704-002,,,
SNF20080706-006,1,313.697021251648,-10.6673384578312,0.0,0.0,0.0,False,south,313.697,-10.6694,-9999.0,search_selection,3.0,None,None,None,SNF20080706-006,,,
SNF20080706-006,2,313.693378001138,-10.6709632671188,0.0,0.0,0.0,False,south,313.697,-10.6694,-9999.0,search_selection,3.0,None,None,None,SNF20080706-006,,,
SNF20080706-008,1,352.853108253425,2.21778480780693,0.0,0.0,0.0,False,north,352.8526,2.2173,-9999.0,search_selection,3.0,None,None,None,SNF20080706-008,,,
SNF20080707-012,1,340.670724621352,22.2547722879418,0.0,0.0,0.0,False,south,340.6706,22.2558,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080707-012,,,
SNF20080712-001,1,350.929056351629,-4.13519082332484,0.0,0.0,0.0,False,south,350.9286,-4.136,-9999.0,search_selection,3.0,None,None,None,SNF20080712-001,,,
SNF20080714-008,1,357.853375,20.11175,0.0,0.0,0.0,False,south,357.9075,20.1401,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080714-008,,,
SNF20080714-008,9,357.90611,20.13945,0.0,0.0,0.0,False,south,357.9075,20.1401,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080714-008,,,
SNF20080717-000,1,1.72746697145004,24.9980956719747,0.0,0.0,0.0,False,south,1.7261,24.9979,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080717-000,,,
SNF20080717-001,1,265.456487165089,44.4039568966861,0.0,0.0,0.0,False,north,265.4592,44.4037,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080717-001,,,
SNF20080718-000,1,270.145306317272,53.1665458378161,0.0,0.0,0.0,False,north,270.145,53.1662,-9999.0,search_selection,3.0,None,None,None,SNF20080718-000,,,
SNF20080719-001,1,264.941193751207,23.6559797785216,0.0,0.0,0.0,False,south,264.9404,23.6572,-9999.0,search_selection,3.0,None,None,None,SNF20080719-001,,,
SNF20080721-001,1,12.3828212848534,29.4708286839095,0.0,0.0,0.0,False,south,12.3815,29.4686,-9999.0,search_selection,3.0,None,None,None,SNF20080721-001,,,
SNF20080721-001,9,12.38016,29.46714,0.0,0.0,0.0,False,south,12.3815,29.4686,-9999.0,search_selection,2.0,None,None,None,SNF20080721-001,,,
SNF20080721-005,1,250.711471851035,20.1735406419658,0.0,0.0,0.0,False,south,250.7119,20.1727,-9999.0,historical_SNIa,5.0,None,None,None,SNF20080721-005,,,
SNF20080721-005,2,250.710998481962,20.1698154124533,0.0,0.0,0.0,False,south,250.7119,20.1727,-9999.0,historical_SNIa,5.0,None,None,None,SNF20080721-005,,,
SNF20080721-005,3,250.719023936448,20.1624753621593,0.0,0.0,0.0,False,south,250.7119,20.1727,-9999.0,historical_SNIa,5.0,None,None,None,SNF20080721-005,,,
SNF20080721-005,9,250.71042,20.17499,0.0,0.0,0.0,False,north,250.7119,20.1727,-9999.0,historical_SNIa,4.0,None,None,None,SNF20080721-005,,,
SNF20080723-003,1,328.626823200747,22.6729380306926,0.0,0.0,0.0,False,south,328.6283,22.674,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080723-003,,,
SNF20080723-012,1,244.013029893417,3.05466119922378,0.0,0.0,0.0,False,south,244.0135,3.0548,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080723-012,,,
SNF20080725-003,1,8.71082249522088,-5.9000949852245,0.0,0.0,0.0,False,south,8.7129,-5.9008,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080725-003,,,
SNF20080725-004,1,354.341906500474,19.9314495463717,0.0,0.0,0.0,False,south,354.3412,19.9314,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080725-004,,,
SNF20080725-005,1,322.286220885314,-1.62763407954716,0.0,0.0,0.0,False,south,322.2854,-1.625,-9999.0,search_selection,3.0,None,None,None,SNF20080725-005,,,
SNF20080725-005,2,322.286696720379,-1.62466878925231,0.0,0.0,0.0,False,south,322.2854,-1.625,-9999.0,search_selection,3.0,None,None,None,SNF20080725-005,,,
SNF20080725-005,3,322.27976881557,-1.62911139973148,0.0,0.0,0.0,False,south,322.2854,-1.625,-9999.0,search_selection,3.0,None,None,None,SNF20080725-005,,,
SNF20080725-005,9,322.28559,-1.62549,0.0,0.0,0.0,False,south,322.2854,-1.625,-9999.0,search_selection,2.0,None,None,None,SNF20080725-005,,,
SNF20080727-001,1,21.4370692700192,12.3494307599824,0.0,0.0,0.0,False,south,21.436,12.3487,-9999.0,search_selection,3.0,None,None,None,SNF20080727-001,,,
SNF20080727-001,2,21.4398013988527,12.3508202352293,0.0,0.0,0.0,False,south,21.436,12.3487,-9999.0,search_selection,3.0,None,None,None,SNF20080727-001,,,
SNF20080727-006,1,261.238027186749,35.4828432671152,0.0,0.0,0.0,False,north,261.2382,35.483,-9999.0,search_selection,3.0,None,None,None,SNF20080727-006,,,
SNF20080730-001,1,227.313910873982,16.4660235941321,0.0,0.0,0.0,False,south,227.3133,16.4672,-9999.0,historical_SNIa,5.0,None,None,None,SNF20080730-001,,,
SNF20080730-001,2,227.314551812709,16.4649575074584,0.0,0.0,0.0,False,south,227.3133,16.4672,-9999.0,historical_SNIa,5.0,None,None,None,SNF20080730-001,,,
SNF20080731-000,1,266.01361919138,33.04045567773,0.0,0.0,0.0,False,north,266.0131,33.041,-9999.0,historical_SNIa,5.0,None,None,None,SNF20080731-000,,,
SNF20080731-001,1,344.139173259795,28.9863116138528,0.0,0.0,0.0,False,north,344.1382,28.9854,-9999.0,historical_SNIa,5.0,None,None,None,SNF20080731-001,,,
SNF20080801-005,1,326.350354215409,18.6068886879045,0.0,0.0,0.0,False,south,326.3497,18.6072,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080801-005,,,
SNF20080802-000,1,313.906516201777,-1.45318617499206,0.0,0.0,0.0,False,south,313.9042,-1.4541,-9999.0,search_selection,3.0,None,None,None,SNF20080802-000,,,
SNF20080802-000,2,313.902987917494,-1.45210065915814,0.0,0.0,0.0,False,south,313.9042,-1.4541,-9999.0,search_selection,3.0,None,None,None,SNF20080802-000,,,
SNF20080802-000,3,313.899069417137,-1.45527339034269,0.0,0.0,0.0,False,south,313.9042,-1.4541,-9999.0,search_selection,3.0,None,None,None,SNF20080802-000,,,
SNF20080802-000,9,313.90439,-1.45429,0.0,0.0,0.0,False,south,313.9042,-1.4541,-9999.0,search_selection,2.0,None,None,None,SNF20080802-000,,,
SNF20080802-006,1,23.4045884917754,28.1326989359966,0.0,0.0,0.0,False,south,23.4032,28.1332,-9999.0,historical_SNIa,5.0,None,None,None,SNF20080802-006,,,
SNF20080803-000/SN2008eq,1,255.028681689552,23.1315479596593,0.0,0.0,0.0,False,south,255.0304,23.1324,-9999.0,historical_SNIa,1.0,None,SN2008eq,None,SN2008eq,,,
SNF20080803-000/SN2008eq,2,255.02714772934,23.1349531957662,0.0,0.0,0.0,False,south,255.0304,23.1324,-9999.0,historical_SNIa,1.0,None,SN2008eq,None,SN2008eq,,,
SNF20080805-000,1,2.02314496194983,25.0494205505242,0.0,0.0,0.0,False,south,2.0225,25.0499,-9999.0,search_selection,3.0,None,None,None,SNF20080805-000,,,
SNF20080805-007,1,260.124090021044,52.001863366569,0.0,0.0,0.0,False,north,260.1223,52.0018,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080805-007,,,
SNF20080806-002,1,259.727436571676,45.5432990696031,0.0,0.0,0.0,False,north,259.7265,45.5436,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080806-002,,,
SNF20080806-007,1,348.515161180307,26.8265474834969,0.0,0.0,0.0,False,south,348.516,26.8256,-9999.0,search_selection,3.0,None,None,None,SNF20080806-007,,,
SNF20080808-002,1,251.57668717005,48.0490690149569,0.0,0.0,0.0,False,north,251.5756,48.0492,-9999.0,historical_SNIa,5.0,None,None,None,SNF20080808-002,,,
SNF20080809-000,1,344.947567480127,-12.8928191846023,0.0,0.0,0.0,False,south,344.9423,-12.8922,-9999.0,search_selection,3.0,None,None,None,SNF20080809-000,,,
SNF20080809-001,1,339.176973450592,-12.693802987418,0.0,0.0,0.0,False,south,339.177,-12.6937,-9999.0,search_selection,3.0,None,None,None,SNF20080809-001,,,
SNF20080809-003,1,336.616337116496,-7.13045456899427,0.0,0.0,0.0,False,south,336.6153,-7.1288,-9999.0,search_selection,3.0,None,None,None,SNF20080809-003,,,
SNF20080809-003,2,336.6152768104,-7.124361891273,0.0,0.0,0.0,False,south,336.6153,-7.1288,-9999.0,search_selection,3.0,None,None,None,SNF20080809-003,,,
SNF20080809-003,3,336.614972576873,-7.12557173365534,0.0,0.0,0.0,False,south,336.6153,-7.1288,-9999.0,search_selection,3.0,None,None,None,SNF20080809-003,,,
SNF20080809-005,1,345.264283372041,-13.2224643416966,0.0,0.0,0.0,False,south,345.2639,-13.2225,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080809-005,,,
SNF20080810-001,1,264.907000067676,37.8679590735404,0.0,0.0,0.0,False,north,264.9032,37.8687,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080810-001,,,
SNF20080812-003,1,33.4414769990511,15.2602064723843,0.0,0.0,0.0,False,south,33.4421,15.2587,-9999.0,historical_SNIa,5.0,None,None,None,SNF20080812-003,,,
SNF20080813-000,1,9.87819818512954,-7.77483059607555,0.0,0.0,0.0,False,south,9.8774,-7.7779,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080813-000,,,
SNF20080813-000,2,9.87577147367967,-7.77924228363425,0.0,0.0,0.0,False,south,9.8774,-7.7779,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080813-000,,,
SNF20080813-000,3,9.87392549969656,-7.78365758718292,0.0,0.0,0.0,False,south,9.8774,-7.7779,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080813-000,,,
SNF20080813-003,1,6.41290087453943,-23.8164013929837,0.0,0.0,0.0,False,south,6.4131,-23.8166,-9999.0,search_selection,3.0,None,None,None,SNF20080813-003,,,
SNF20080813-008,1,316.301865130684,5.77272586046692,0.0,0.0,0.0,False,south,316.3013,5.773,-9999.0,search_selection,3.0,None,None,None,SNF20080813-008,,,
SNF20080813-015,1,18.2322305403232,-4.26706755920859,0.0,0.0,0.0,False,south,18.2313,-4.2659,-9999.0,search_selection,3.0,None,None,None,SNF20080813-015,,,
SNF20080813-015,2,18.23695491392,-4.26281963356866,0.0,0.0,0.0,False,south,18.2313,-4.2659,-9999.0,search_selection,3.0,None,None,None,SNF20080813-015,,,
SNF20080815-017,1,337.574793593281,24.9933143401715,0.0,0.0,0.0,False,south,337.572,24.9932,-9999.0,historical_SNIa,5.0,None,None,None,SNF20080815-017,,,
SNF20080815-017,2,337.570000227193,24.9926874189017,0.0,0.0,0.0,False,south,337.572,24.9932,-9999.0,historical_SNIa,5.0,None,None,None,SNF20080815-017,,,
SNF20080815-017,3,337.57470051806,24.9994436243017,0.0,0.0,0.0,False,south,337.572,24.9932,-9999.0,historical_SNIa,5.0,None,None,None,SNF20080815-017,,,
SNF20080816-009,1,34.9045882964856,23.9289596213285,0.0,0.0,0.0,False,south,34.9045,23.9282,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080816-009,,,
SNF20080817-005,1,253.639806913955,59.5963313707888,0.0,0.0,0.0,False,north,253.6374,59.5962,-9999.0,historical_SNIa,5.0,None,None,None,SNF20080817-005,,,
SNF20080820-003,1,256.01051631461,14.6227494675703,0.0,0.0,0.0,False,south,256.0106,14.623,-9999.0,search_selection,3.0,None,None,None,SNF20080820-003,,,
SNF20080820-004,1,29.8666383416257,-14.5628191352159,0.0,0.0,0.0,False,south,29.8662,-14.5624,-9999.0,search_selection,3.0,None,None,None,SNF20080820-004,,,
SNF20080820-004,2,29.8655562412231,-14.5625466003513,0.0,0.0,0.0,False,south,29.8662,-14.5624,-9999.0,search_selection,3.0,None,None,None,SNF20080820-004,,,
SNF20080820-006,1,254.099285580367,30.5042747094716,0.0,0.0,0.0,False,south,254.0994,30.5045,-9999.0,search_selection,3.0,None,None,None,SNF20080820-006,,,
SNF20080822-003,1,243.326417844929,56.475947700536,0.0,0.0,0.0,False,north,243.3278,56.4728,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080822-003,,,
