snname,index,targetid,tileid,petal,night,ra,dec,pmra,pmdec,ref_epoch,override,hemisphere,sn_ra,sn_dec,sn_z,program,priority,tns_name,iau_name,ptfiptf_name,spname,z,zerr,zwarn,chi2,deltachi2,spectype,subtype
10bhw,1,39627999015865113,20122,0,20210612,212.47817513374,8.84870318268339,0.0,0.0,0.0,False,south,212.479712,8.849363,0.11,PTF-iPTF,1.0,None,None,PTF10bhw,PTF10bhw,0.108136360619571,2.67918000006644e-05,0.0,8991.87910936773,1903.95875891368,GALAXY,
10bmr,1,39627679632196564,20083,8,20210518,212.874778777415,-4.5462690163964,0.0,0.0,0.0,False,south,212.873488,-4.546522,0.1447,PTF-iPTF,1.0,None,None,PTF10bmr,PTF10bmr,0.14424644033669,1.57264399703971e-05,0.0,7796.26949986815,743.892301346641,GALAXY,
10cxx,1,39627836767602860,20100,0,20210613,221.865430590144,1.91812919630812,0.0,0.0,0.0,False,south,221.865759,1.917719,0.034,PTF-iPTF,1.0,None,None,PTF10cxx,PTF10cxx,0.0338987799352154,2.51654920841945e-06,0.0,10067.1983521879,14775.7598713934,GALAXY,
10dna,1,39628291128169614,20394,3,20210627,253.355333333,21.2538055556,0.0,0.0,0.0,False,south,253.357796,21.251273,0.031,PTF-iPTF,1.0,None,None,PTF10dna,PTF10dna,0.0305847509459757,2.18550439353676e-06,0.0,8365.58667823672,8179.2144214138,GALAXY,
10duy,1,39633081899944661,21157,2,20210620,209.295413645354,40.1632632012006,0.0,0.0,0.0,False,north,209.296115,40.163303,0.079,PTF-iPTF,1.0,None,None,PTF10duy,PTF10duy,0.079207166530974,6.43442494714194e-06,0.0,7901.7486217916,759.080809980631,GALAXY,
10fph,1,39633020507915484,21195,3,20210606,216.032670094163,36.9923882121773,0.0,0.0,0.0,False,north,216.032774,36.991484,0.13,PTF-iPTF,1.0,None,None,PTF10fph,PTF10fph,0.132062197257041,1.04863921139328e-05,0.0,8021.31476965547,619.028227299452,GALAXY,
10fyk,1,39633212787394044,20780,1,20210620,232.739691865028,47.7497605410652,0.0,0.0,0.0,False,north,232.739818,47.75046,0.0748,PTF-iPTF,1.0,None,None,PTF10fyk,PTF10fyk,0.0748382145058088,2.60401237888521e-06,0.0,9521.73272955418,8449.08837068081,GALAXY,
10gqf,2,39633332652216019,20784,0,20210620,225.959587410924,55.6272442520718,0.0,0.0,0.0,False,north,225.968969,55.627174,0.043,PTF-iPTF,1.0,None,None,PTF10gqf,PTF10gqf,0.0453327599966536,1.29641218963646e-05,0.0,13993.7955259401,9453.7454248115,GALAXY,
10hdn,1,39633208593092327,20771,3,20210618,223.102411195655,47.4762123377439,0.0,0.0,0.0,False,north,223.102649,47.476453,0.0696,PTF-iPTF,1.0,None,None,PTF10hdn,PTF10hdn,0.0698394844750223,2.03541632685176e-06,0.0,8041.27221441269,6939.44877481461,GALAXY,
10hne,1,39633091777533004,20931,5,20210626,261.912818950008,40.6481796391881,0.0,0.0,0.0,False,north,261.911775,40.648043,0.091,PTF-iPTF,1.0,None,None,PTF10hne,PTF10hne,0.0906095286722202,4.92144846813508e-06,0.0,9397.95693784952,1356.92896741629,GALAXY,
10hny,1,39633240734040544,20770,2,20210619,226.102875,49.39875,0.0,0.0,0.0,False,north,226.105,49.4008,0.027,IIps/PTF-iPTF,2.0,None,None,PTF10hny,PTF10hny,0.0264561331393739,3.20012314637947e-06,0.0,17851.4256193936,28280.0097363041,GALAXY,
10ieb,2,39633141110931566,20922,5,20210628,257.980766073119,43.6189572211977,0.0,0.0,0.0,False,north,257.970037,43.61584,0.13,PTF-iPTF,1.0,None,None,PTF10ieb,PTF10ieb,0.0547903918824775,3.52009717651193e-05,0.0,7579.17691481765,36.7011110121384,GALAXY,
10inf,1,39632936613449153,20927,5,20210620,250.805185674826,32.6779293950239,0.0,0.0,0.0,False,north,250.812766,32.67438,0.05,PTF-iPTF,1.0,None,None,PTF10inf,PTF10inf,0.0529190890523079,1.34065498241887e-05,0.0,12375.4604620971,10402.2133074715,GALAXY,
10iue,1,39633035263478326,20736,7,20210620,240.096820646385,37.7486126427577,0.0,0.0,0.0,False,north,240.096261,37.749161,0.1325,PTF-iPTF,1.0,None,None,PTF10iue,PTF10iue,0.131840939567982,5.52405064370811e-06,0.0,7989.32383608818,1779.09961438179,GALAXY,
10jtp,1,39633068591417883,20921,5,20210628,257.743775784973,39.4747514469608,0.0,0.0,0.0,False,north,257.74362,39.474521,0.067,PTF-iPTF,1.0,None,None,PTF10jtp,PTF10jtp,0.0669101185829031,2.90712292083128e-06,0.0,12953.9980866313,10530.1809507012,GALAXY,
10jwq,1,39633025478165912,20775,2,20210521,226.767685300006,37.2177573197471,0.0,0.0,0.0,False,north,226.767071,37.217725,0.122,PTF-iPTF,1.0,None,None,PTF10jwq,PTF10jwq,0.12211305330514,5.32688518339717e-06,0.0,8369.86468845606,4299.8360003829,GALAXY,
10jwr,1,39628523127704001,20751,1,20210620,243.066550852309,32.0706473446565,0.0,0.0,0.0,False,north,243.066609,32.070692,0.059,PTF-iPTF,1.0,None,None,PTF10jwr,PTF10jwr,0.0582147267158122,2.78332255093616e-06,0.0,9090.66705107689,3152.27922081947,GALAXY,
10jws,2,39627921526097668,20432,1,20210617,241.32286309087,5.4635232889291,0.0,0.0,0.0,False,south,241.310923,5.461893,0.065,PTF-iPTF,1.0,None,None,PTF10jws,PTF10jws,0.0678409207074584,9.53285408311459e-06,0.0,7868.59885977954,474.235165961087,GALAXY,
10kee,1,39633422490012772,20032,7,20210629,265.792013461901,62.9573011518263,0.0,0.0,0.0,False,north,265.791841,62.957351,0.09,PTF-iPTF,1.0,None,None,PTF10kee,PTF10kee,0.0870038820142449,7.54491366512292e-06,0.0,8881.3779040575,2201.64268112183,GALAXY,
